-6.77610716238402,-6.77611181568493,-6.77611646892709,-6.77612112213642,-6.77613042823736,-6.77613508130649,-6.77745177461262,-6.77745655497911
-7.22663653693961,-7.22664122781848,-7.22664591865428,-7.22665060964195,-7.22665999086673,-7.22666468156636,-7.22845175151091,-7.22845661459324
-7.90770573165905,-7.90771099423413,-7.90771625732063,-7.9077215217874,-7.90773204656113,-7.9077373096753,-7.90731403970865,-7.90731923166644
-7.4751483180556,-7.47515287027806,-7.47515742276694,-7.47516197518191,-7.47517107934299,-7.47517563141917,-7.47445933741897,-7.47446383673796
-7.64515229392491,-7.6451572009213,-7.64516210821607,-7.64516701604533,-7.64517682946315,-7.64518173653917,-7.64217028445741,-7.64217489608822
-5.81231214699319,-5.81231682274932,-5.81232149850328,-5.81232617425032,-5.81233552536143,-5.81234020091856,-5.81218184617794,-5.81218650522618
-5.85062668689207,-5.85063130892792,-5.85063593099931,-5.85064055290536,-5.85064979656987,-5.85065441836352,-5.85073655096907,-5.850741180227
-7.54587110282278,-7.54587577959045,-7.54588045662895,-7.54588513378559,-7.54589448690167,-7.54589916356936,-7.54386808895003,-7.54387257867837
-5.94462536611422,-5.94463006422336,-5.9446347622961,-5.94463946041866,-5.94464885623535,-5.94465355410472,-5.94429588786901,-5.94430055084318
-7.42049273478927,-7.42049723599106,-7.42050173738278,-7.42050623866204,-7.42051524078247,-7.42051974176213,-7.42095129496323,-7.42095585636432
-8.86119680435563,-8.86119870103486,-8.8612005980563,-8.86120249591716,-8.86120628942433,-8.86120818717292,-8.86545993078182,-8.86546227110953
-5.83072034692544,-5.83072499530457,-5.83072964361858,-5.83073429190455,-5.83074358818478,-5.83074823625951,-5.83064418810117,-5.83064882532081
-7.45211728085095,-7.45212180595783,-7.45212633131688,-7.45213085656153,-7.45213990645085,-7.45214443131688,-7.45191209268113,-7.45191661298338
-7.93129014078327,-7.93129539405446,-7.93130064805479,-7.93130590360936,-7.93131641006701,-7.93132166407133,-7.93133733636063,-7.93134256115204
-5.43773079950311,-5.4377353929457,-5.43773998636717,-5.4377445797149,-5.43775376624547,-5.43775835938323,-5.43782563846745,-5.43783023762691
-5.56376226129383,-5.56376691493803,-5.56377156846507,-5.56377622205644,-5.56378552874963,-5.56379018210404,-5.56351258604702,-5.56351721196353
-5.20964977258392,-5.20965434984848,-5.2096589270962,-5.20966350407361,-5.2096726581367,-5.20967723501482,-5.20963810431188,-5.20964267367628
-6.2313711779538,-6.23137582210841,-6.23138046628539,-6.23138511029471,-6.23139439823461,-6.23139904208202,-6.23209463582978,-6.23209934914041
-6.04362725081733,-6.04363188703689,-6.04363652324129,-6.04364115932477,-6.0436504313603,-6.04365506725811,-6.04424273049237,-6.04424742236707
-7.79909521279886,-7.7991004177862,-7.79910562321853,-7.79911082965346,-7.79912123913167,-7.79912644444782,-7.79694303104623,-7.79694800175707
-7.1395601830673,-7.13956501356937,-7.13956984397395,-7.13957467470244,-7.13958433510824,-7.13958916547114,-7.13968046601904,-7.13968529525546
-4.66508856195625,-4.66509298520081,-4.66509740840285,-4.66510183154258,-4.66511067762285,-4.66511510058529,-4.66512171103858,-4.66512613412316
-6.08963167824027,-6.08963637399936,-6.08964106966617,-6.08964576543324,-6.08965515644885,-6.08965985193107,-6.08963818532711,-6.08964287839182
-7.85911807683903,-7.85912333334641,-7.85912859043304,-7.85913384859944,-7.8591443611931,-7.85914961824296,-7.85786852344777,-7.85787362848552
-6.7884188887958,-6.7884235282338,-6.78842816760036,-6.78843280683964,-6.78844208516881,-6.78844672429667,-6.78985600449438,-6.78986078151895
-8.9162602794054,-8.91626200501896,-8.91626372949441,-8.91626545486849,-8.91626890556201,-8.91627063066902,-8.92022719673113,-8.92022933648412
-7.91355715136036,-7.91356241233516,-7.91356767393231,-7.91357293687107,-7.91358345862911,-7.913588720305,-7.91327342464432,-7.91327862523583
-7.68288068068083,-7.68288567530798,-7.68289067029132,-7.68289566599863,-7.68290565491598,-7.68291064952228,-7.67985206065121,-7.67985675011195
