-7.491227803,-7.390782717,-7.376471846,-7.376064596,-7.376062825,-7.403857026,-7.424454198,-7.450851157,-7.471034785,-7.411161917,-7.41949642,-7.430260505,-7.439844045,-7.412652218,-7.414949681,-7.417230998,-7.41949642,-7.422189608,-7.424454198,-7.427966844,-7.417798833,-7.41836568,-7.418931541,-7.41949642,-7.420060321,-7.421051629,-7.421621154,-7.419609278,-7.419722097,-7.419834877,-7.419947618,-7.420172984,-7.420285608,-7.420398193,-7.42051074,-7.420420706,-7.420443217,-7.420465726,-7.420488233,-7.420960417,-7.420983222,-7.421006026,-7.421028828,-7.420492735,-7.420497236,-7.420501737,-7.420506239,-7.420515241,-7.420519742,-7.420951295,-7.420955856
-8.934382547,-8.845832186,-8.84362797,-8.843610422,-8.843610547,-8.849527229,-8.867263051,-8.890493262,-8.917477479,-8.85520419,-8.86077745,-8.872638298,-8.87897972,-8.857927931,-8.858878385,-8.85982823,-8.86077745,-8.866095955,-8.867263051,-8.871342232,-8.860065594,-8.860302917,-8.860540204,-8.86077745,-8.861014657,-8.865511419,-8.8658039,-8.860824894,-8.860872337,-8.860919778,-8.860967218,-8.861062092,-8.861109527,-8.861156961,-8.861204393,-8.861166447,-8.861175934,-8.861185419,-8.861194906,-8.865464611,-8.865476313,-8.865488016,-8.865499718,-8.861196804,-8.861198701,-8.861200598,-8.861202496,-8.861206289,-8.861208187,-8.865459931,-8.865462271
-5.897359674,-5.797815587,-5.786118946,-5.784995904,-5.784940442,-5.810647323,-5.834205127,-5.856682736,-5.877576519,-5.820322033,-5.829691523,-5.839069451,-5.847776997,-5.822626549,-5.824997619,-5.827352529,-5.829691523,-5.831903086,-5.834205127,-5.836785875,-5.827938761,-5.828524001,-5.829108254,-5.829691523,-5.830273812,-5.830746192,-5.831325188,-5.829808059,-5.829924556,-5.830041014,-5.830157432,-5.830390153,-5.830506454,-5.830622717,-5.83073894,-5.830645964,-5.830669211,-5.830692455,-5.830715698,-5.830653462,-5.830676647,-5.830699831,-5.830723012,-5.830720347,-5.830724995,-5.830729644,-5.830734292,-5.830743588,-5.830748236,-5.830644188,-5.830648825
-7.523677408,-7.422136339,-7.407787648,-7.407403422,-7.407401795,-7.435551705,-7.455383408,-7.48172574,-7.503291344,-7.442988417,-7.451115645,-7.46091114,-7.470363913,-7.444233562,-7.446544,-7.448837941,-7.451115645,-7.453139245,-7.455383408,-7.458646521,-7.449408879,-7.449978806,-7.450547727,-7.451115645,-7.451682563,-7.452011522,-7.452575906,-7.451229108,-7.451342532,-7.451455915,-7.451569259,-7.451795827,-7.451909052,-7.452022236,-7.452135381,-7.452044869,-7.452067499,-7.452090128,-7.452112755,-7.451921133,-7.451943732,-7.45196633,-7.451988927,-7.452117281,-7.452121806,-7.452126331,-7.452130857,-7.452139906,-7.452144431,-7.451912093,-7.451916613
-7.989941416,-7.89052964,-7.879807042,-7.879655499,-7.879655144,-7.904627289,-7.935349078,-7.954717298,-7.970619204,-7.918517524,-7.930127311,-7.939408741,-7.948702018,-7.922144526,-7.924823133,-7.927483981,-7.930127311,-7.932755705,-7.935349078,-7.93690256,-7.928146446,-7.92880782,-7.929468107,-7.930127311,-7.930785434,-7.931452251,-7.932104499,-7.930259021,-7.930390687,-7.930522314,-7.930653895,-7.930916928,-7.93104838,-7.93117979,-7.931311157,-7.931206066,-7.931232342,-7.931258614,-7.931284885,-7.931347784,-7.931373903,-7.931400021,-7.931426138,-7.931290141,-7.931295394,-7.931300648,-7.931305904,-7.93131641,-7.931321664,-7.931337336,-7.931342561
-5.503738362,-5.405384275,-5.393834004,-5.392598854,-5.392498774,-5.417899221,-5.441358478,-5.463372882,-5.484151116,-5.427265238,-5.436714134,-5.445798243,-5.45488965,-5.429732879,-5.43207581,-5.434402815,-5.436714134,-5.43907444,-5.441358478,-5.443547985,-5.434982106,-5.43556042,-5.436137762,-5.436714134,-5.437289541,-5.437926805,-5.438501057,-5.436829293,-5.436944412,-5.437059494,-5.437174537,-5.437404506,-5.437519434,-5.437634323,-5.437749173,-5.437657296,-5.437680267,-5.437703237,-5.437726206,-5.437834837,-5.437857831,-5.437880824,-5.437903816,-5.4377308,-5.437735393,-5.437739986,-5.43774458,-5.437753766,-5.437758359,-5.437825638,-5.437830238
-5.629395068,-5.53095462,-5.519268139,-5.517979743,-5.517894986,-5.543420814,-5.56706531,-5.588876492,-5.609766608,-5.553018058,-5.562732256,-5.571776867,-5.580502236,-5.555658074,-5.558032441,-5.560390422,-5.562732256,-5.564768534,-5.56706531,-5.569503164,-5.560977385,-5.561563343,-5.562148298,-5.562732256,-5.563315219,-5.563614341,-5.564191925,-5.562848928,-5.56296556,-5.563082153,-5.563198706,-5.563431692,-5.563548126,-5.563664521,-5.563780875,-5.563687795,-5.563711067,-5.563734338,-5.563757608,-5.563521838,-5.563544966,-5.563568093,-5.563591218,-5.563762261,-5.563766915,-5.563771568,-5.563776222,-5.563785529,-5.563790182,-5.563512586,-5.563517212
-5.27510365,-5.177435026,-5.165905665,-5.164746552,-5.164622371,-5.189678608,-5.213141117,-5.234855033,-5.255680393,-5.199311419,-5.208636718,-5.217459607,-5.22654006,-5.201681038,-5.204015226,-5.20633371,-5.208636718,-5.210877404,-5.213141117,-5.21522816,-5.206910905,-5.207487135,-5.208062405,-5.208636718,-5.209210078,-5.209738616,-5.210309098,-5.208751466,-5.208866176,-5.208980848,-5.209095482,-5.209324635,-5.209439155,-5.209553637,-5.209668081,-5.209576529,-5.209599419,-5.209622308,-5.209645195,-5.209647243,-5.209670088,-5.209692932,-5.209715775,-5.209649773,-5.20965435,-5.209658927,-5.209663504,-5.209672658,-5.209677235,-5.209638104,-5.209642674
-6.299243989,-6.198993627,-6.187109911,-6.185637439,-6.185611147,-6.211066135,-6.23571503,-6.258087652,-6.279267633,-6.221435285,-6.230343275,-6.239726646,-6.248691926,-6.223284156,-6.225653356,-6.228006313,-6.230343275,-6.233374433,-6.23571503,-6.237444299,-6.228592044,-6.229176778,-6.229760521,-6.230343275,-6.230925045,-6.232198313,-6.232786809,-6.230459708,-6.230576101,-6.230692455,-6.23080877,-6.231041281,-6.231157478,-6.231273636,-6.231389754,-6.231296863,-6.231320088,-6.231343312,-6.231366534,-6.232104062,-6.232127627,-6.232151191,-6.232174753,-6.231371178,-6.231375822,-6.231380466,-6.23138511,-6.231394398,-6.231399042,-6.232094636,-6.232099349
-6.110598,-6.010870136,-5.999299213,-5.998006724,-5.997968965,-6.023834313,-6.047846833,-6.069687042,-6.090791548,-6.033797622,-6.042601118,-6.051872601,-6.061088402,-6.035554698,-6.037919528,-6.040268254,-6.042601118,-6.045516743,-6.047846833,-6.049597554,-6.040852948,-6.041436654,-6.042019376,-6.042601118,-6.043181884,-6.044345937,-6.044931758,-6.042717349,-6.042833541,-6.042949695,-6.043065809,-6.04329792,-6.043413917,-6.043529876,-6.043645795,-6.043553063,-6.043576248,-6.043599432,-6.043622615,-6.044252114,-6.044275572,-6.044299029,-6.044322483,-6.043627251,-6.043631887,-6.043636523,-6.043641159,-6.043650431,-6.043655067,-6.04424273,-6.044247422
-7.857748052,-7.760100348,-7.747825253,-7.747626963,-7.747626381,-7.775039566,-7.800759631,-7.818178783,-7.838309385,-7.787608056,-7.797942998,-7.803708424,-7.812230736,-7.790024953,-7.792683431,-7.795322684,-7.797942998,-7.798292481,-7.800759631,-7.801358145,-7.795979527,-7.79663519,-7.797289679,-7.797942998,-7.79859515,-7.797052361,-7.797672887,-7.798073521,-7.798203997,-7.798334429,-7.798464812,-7.798725439,-7.798855684,-7.798985882,-7.799116034,-7.799011916,-7.799037949,-7.799063979,-7.799090006,-7.796952971,-7.796977821,-7.79700267,-7.797027516,-7.799095213,-7.799100418,-7.799105623,-7.79911083,-7.799121239,-7.799126444,-7.796943031,-7.796948002
-7.207590675,-7.105172995,-7.092691166,-7.092020758,-7.09201712,-7.116782637,-7.143389608,-7.163580404,-7.18727035,-7.127716015,-7.138491053,-7.14706082,-7.155755165,-7.131150116,-7.13361364,-7.136060537,-7.138491053,-7.140991671,-7.143389608,-7.144741662,-7.136669692,-7.137277827,-7.137884946,-7.138491053,-7.139096151,-7.13978669,-7.140389635,-7.138612153,-7.138733212,-7.138854232,-7.138975211,-7.139217049,-7.139337908,-7.139458726,-7.139579505,-7.139482885,-7.139507043,-7.139531198,-7.139555352,-7.139690124,-7.139714268,-7.13973841,-7.139762551,-7.139560183,-7.139565014,-7.139569844,-7.139574675,-7.139584335,-7.139589165,-7.139680466,-7.139685295
-4.728552831,-4.633936308,-4.622819097,-4.621638548,-4.621558606,-4.645870306,-4.66851903,-4.689727876,-4.709693996,-4.655109935,-4.664109583,-4.672868883,-4.681399277,-4.657387791,-4.659643511,-4.661884033,-4.664109583,-4.666322638,-4.66851903,-4.670701025,-4.662441815,-4.662998665,-4.663554587,-4.664109583,-4.664663657,-4.665219005,-4.665771276,-4.664220471,-4.664331323,-4.664442138,-4.664552916,-4.664774361,-4.664885029,-4.66499566,-4.665106255,-4.665017782,-4.665039902,-4.665062021,-4.665084139,-4.665130557,-4.665152671,-4.665174784,-4.665196895,-4.665088562,-4.665092985,-4.665097408,-4.665101832,-4.665110678,-4.665115101,-4.665121711,-4.665126134
-6.156570759,-6.056226824,-6.044736379,-6.043391527,-6.043356872,-6.069454249,-6.09324263,-6.115785378,-6.136669038,-6.078922379,-6.088592353,-6.097649867,-6.106357308,-6.081454534,-6.083850194,-6.086229384,-6.088592353,-6.0909124,-6.09324263,-6.095359286,-6.086821638,-6.087412881,-6.088003118,-6.088592353,-6.089180589,-6.089741418,-6.090327385,-6.08871008,-6.088827767,-6.088945414,-6.089063021,-6.089298116,-6.089415604,-6.089533053,-6.089650461,-6.089556537,-6.089580021,-6.089603502,-6.089626982,-6.089647571,-6.089671035,-6.089694498,-6.089717959,-6.089631678,-6.089636374,-6.08964107,-6.089645765,-6.089655156,-6.089659852,-6.089638185,-6.089642878
-7.916607781,-7.819036791,-7.807440862,-7.807265118,-7.807264647,-7.833681055,-7.861788176,-7.879597429,-7.897361469,-7.846976666,-7.857954499,-7.865127986,-7.873952825,-7.849961624,-7.852644588,-7.85530879,-7.857954499,-7.859254397,-7.861788176,-7.862703583,-7.855971941,-7.856633939,-7.85729479,-7.857954499,-7.858613068,-7.857980805,-7.858618092,-7.858086303,-7.858218061,-7.858349777,-7.858481444,-7.858744644,-7.858876176,-7.859007663,-7.859139105,-7.859033954,-7.859060246,-7.859086533,-7.859112819,-7.857878732,-7.857904253,-7.857929773,-7.85795529,-7.859118077,-7.859123333,-7.85912859,-7.859133849,-7.859144361,-7.859149618,-7.857868523,-7.857873628
-6.857562949,-6.755922409,-6.743865817,-6.742754728,-6.74274657,-6.769499789,-6.793524864,-6.814661319,-6.837394517,-6.777966933,-6.787392062,-6.798073398,-6.806946194,-6.780341338,-6.782707522,-6.785057684,-6.787392062,-6.791153006,-6.793524864,-6.795741187,-6.785642749,-6.786226831,-6.786809935,-6.787392062,-6.787973219,-6.789961084,-6.790557533,-6.787508371,-6.787624641,-6.787740873,-6.787857065,-6.788089333,-6.78820541,-6.788321447,-6.788437446,-6.78834465,-6.788367851,-6.788391051,-6.788414249,-6.789865558,-6.789889442,-6.789913324,-6.789937205,-6.788418889,-6.788423528,-6.788428168,-6.788432807,-6.788442085,-6.788446724,-6.789856004,-6.789860782
-8.985160642,-8.902296781,-8.900320995,-8.900305764,-8.900305891,-8.905627956,-8.921875855,-8.943548972,-8.969254396,-8.91079,-8.915878952,-8.926869921,-8.932727935,-8.913288921,-8.91415261,-8.915015959,-8.915878952,-8.920808667,-8.921875855,-8.925680126,-8.915231741,-8.9154475,-8.915663238,-8.915878952,-8.916094644,-8.920274267,-8.920541656,-8.915922092,-8.915965231,-8.916008369,-8.916051507,-8.916137778,-8.916180914,-8.916224047,-8.91626718,-8.916232674,-8.9162413,-8.916249927,-8.916258553,-8.920231476,-8.920242173,-8.920252872,-8.920263569,-8.916260279,-8.916262005,-8.916263729,-8.916265455,-8.916268906,-8.916270631,-8.920227197,-8.920229336
-7.971661644,-7.872896442,-7.861955119,-7.861797908,-7.861797526,-7.887145983,-7.917266644,-7.936158797,-7.95239049,-7.900920107,-7.912392615,-7.921131121,-7.930303528,-7.904396808,-7.907080042,-7.909745229,-7.912392615,-7.914685266,-7.917266644,-7.918643501,-7.910408734,-7.91107113,-7.911732423,-7.912392615,-7.91305171,-7.91338781,-7.914037052,-7.912524521,-7.912656383,-7.912788203,-7.912919978,-7.913183396,-7.91331504,-7.91344664,-7.913578198,-7.913472955,-7.913499269,-7.913525579,-7.913551888,-7.913283824,-7.913309823,-7.913335821,-7.913361817,-7.913557151,-7.913562412,-7.913567674,-7.913572937,-7.913583459,-7.91358872,-7.913273425,-7.913278625
-7.747694218,-7.646999845,-7.633608106,-7.633359134,-7.633358287,-7.662034166,-7.683452923,-7.702760148,-7.727498588,-7.672752517,-7.681774982,-7.68643297,-7.694778875,-7.674173215,-7.676726169,-7.679259993,-7.681774982,-7.681125178,-7.683452923,-7.684202143,-7.679890494,-7.680519823,-7.681147984,-7.681774982,-7.682400821,-7.679955206,-7.680540635,-7.681900242,-7.682025455,-7.682150624,-7.682275745,-7.682525849,-7.682650832,-7.682775769,-7.68290066,-7.682800751,-7.682825732,-7.682850709,-7.682875685,-7.679861439,-7.679884883,-7.679908326,-7.679931766,-7.682880681,-7.682885675,-7.68289067,-7.682895666,-7.682905655,-7.68291065,-7.679852061,-7.67985675
-5.753703002,-5.654953117,-5.643149253,-5.64195919,-5.641888891,-5.667656922,-5.691281819,-5.713416187,-5.734026108,-5.677157953,-5.686644494,-5.695464966,-5.704575266,-5.679581252,-5.681951843,-5.684306176,-5.686644494,-5.688973914,-5.691281819,-5.693203368,-5.684892247,-5.685477322,-5.686061403,-5.686644494,-5.687226599,-5.687814272,-5.68839451,-5.686760994,-5.686877454,-5.686993875,-5.687110256,-5.687342902,-5.687459165,-5.68757539,-5.687691575,-5.68759863,-5.687621869,-5.687645106,-5.687668341,-5.687721344,-5.687744578,-5.687767811,-5.687791042,-5.687672988,-5.687677635,-5.687682282,-5.687686928,-5.687696222,-5.687700868,-5.687712049,-5.687716697
-7.716665919,-7.614934994,-7.601289132,-7.601023842,-7.601022907,-7.629875584,-7.650346674,-7.67072734,-7.696258685,-7.640013899,-7.648707504,-7.653545483,-7.66195857,-7.641222184,-7.643736082,-7.64623109,-7.648707504,-7.648053099,-7.650346674,-7.651335072,-7.646851925,-7.647471602,-7.648090127,-7.648707504,-7.649323736,-7.64690034,-7.647477165,-7.648830841,-7.648954133,-7.64907738,-7.64920058,-7.649446845,-7.649569909,-7.649692928,-7.649815901,-7.649717526,-7.649742123,-7.649766717,-7.649791309,-7.646807953,-7.646831052,-7.64685415,-7.646877246,-7.649796228,-7.649801146,-7.649806064,-7.649810983,-7.649820819,-7.649825737,-7.646798712,-7.646803333
-6.279737347,-6.179841767,-6.167967286,-6.166506957,-6.166479654,-6.191928171,-6.216389318,-6.238659811,-6.259826405,-6.202094932,-6.211254467,-6.220536754,-6.229703998,-6.204186945,-6.2065589,-6.208914658,-6.211254467,-6.214058165,-6.216389318,-6.218256099,-6.209501096,-6.210086541,-6.210670997,-6.211254467,-6.211836955,-6.21288677,-6.213472916,-6.211371043,-6.21148758,-6.211604078,-6.211720536,-6.211953335,-6.212069677,-6.212185979,-6.212302242,-6.212209234,-6.212232488,-6.212255741,-6.212278992,-6.212792895,-6.212816366,-6.212839835,-6.212863303,-6.212283642,-6.212288292,-6.212292942,-6.212297592,-6.212306891,-6.212311541,-6.212783506,-6.2127882
-9.622178321,-9.593943252,-9.593454767,-9.593452972,-9.593453072,-9.594812631,-9.599567641,-9.606726215,-9.616477752,-9.596249213,-9.597707187,-9.601167113,-9.602987078,-9.596986479,-9.597226262,-9.597466501,-9.597707187,-9.59925791,-9.599567641,-9.600812178,-9.597526631,-9.597586788,-9.597646975,-9.597707187,-9.597767427,-9.599103065,-9.599180529,-9.597719233,-9.597731279,-9.597743328,-9.597755378,-9.597779478,-9.597791531,-9.597803584,-9.597815639,-9.597805995,-9.597808406,-9.597810817,-9.597813227,-9.599090672,-9.599093769,-9.599096868,-9.599099967,-9.59781371,-9.597814192,-9.597814674,-9.597815156,-9.597816121,-9.597816603,-9.599089433,-9.599090053
-6.819933865,-6.719235231,-6.707031739,-6.705871808,-6.705862957,-6.732436937,-6.756653556,-6.778145755,-6.799895226,-6.740970469,-6.750951708,-6.760635432,-6.769397215,-6.743830718,-6.746220476,-6.748594059,-6.750951708,-6.754282064,-6.756653556,-6.758326511,-6.749184956,-6.74977486,-6.750363777,-6.750951708,-6.751538658,-6.753090361,-6.753686671,-6.751069176,-6.751186606,-6.751303996,-6.751421346,-6.751655931,-6.751773164,-6.751890359,-6.752007514,-6.751913793,-6.751937226,-6.751960657,-6.751984086,-6.752994858,-6.753018736,-6.753042613,-6.753066488,-6.751988772,-6.751993458,-6.751998143,-6.752002829,-6.7520122,-6.752016885,-6.752985306,-6.752990082
-8.194482954,-8.083100277,-8.074770457,-8.074669659,-8.074669527,-8.095038465,-8.129645077,-8.155840253,-8.173664452,-8.108964875,-8.121143028,-8.135929347,-8.146344588,-8.113716989,-8.116205702,-8.118681,-8.121143028,-8.127060413,-8.129645077,-8.133337992,-8.119297745,-8.119913662,-8.120528756,-8.121143028,-8.12175648,-8.125761942,-8.126411741,-8.121265784,-8.121388505,-8.121511197,-8.121633854,-8.12187907,-8.12200163,-8.122124157,-8.122246651,-8.122148657,-8.122173159,-8.122197657,-8.122222153,-8.12565788,-8.125683897,-8.125709914,-8.125735929,-8.122227054,-8.122231953,-8.122236852,-8.122241753,-8.12225155,-8.12225645,-8.125647473,-8.125652677
-5.296557425,-5.198818274,-5.187368648,-5.186246689,-5.186124254,-5.211375833,-5.234505415,-5.25631346,-5.277087356,-5.220642889,-5.229995298,-5.239301355,-5.247845776,-5.223077272,-5.225399271,-5.227705197,-5.229995298,-5.232240796,-5.234505415,-5.23705575,-5.228279196,-5.22885221,-5.229424243,-5.229995298,-5.230565378,-5.231103883,-5.231672254,-5.230109392,-5.230223447,-5.230337463,-5.23045144,-5.230679278,-5.230793139,-5.230906961,-5.231020744,-5.230929721,-5.230952479,-5.230975236,-5.230997991,-5.231012862,-5.231035619,-5.231058375,-5.23108113,-5.231002542,-5.231007092,-5.231011643,-5.231016194,-5.231025295,-5.231029845,-5.231003758,-5.23100831
-5.579466145,-5.480984257,-5.469316393,-5.468023734,-5.467932892,-5.493471055,-5.516835036,-5.539183164,-5.559849908,-5.502805536,-5.512241042,-5.521368946,-5.530306603,-5.505250988,-5.507597101,-5.509927037,-5.512241042,-5.51454851,-5.516835036,-5.519114975,-5.510507022,-5.511086015,-5.511664021,-5.512241042,-5.512817083,-5.5133995,-5.513974532,-5.512356328,-5.512471576,-5.512586784,-5.512701953,-5.512932173,-5.513047225,-5.513162238,-5.513277212,-5.513185236,-5.513208232,-5.513231227,-5.51325422,-5.513307405,-5.513330431,-5.513353456,-5.513376479,-5.513258818,-5.513263417,-5.513268015,-5.513272613,-5.51328181,-5.513286408,-5.513298195,-5.5133028
-5.497664189,-5.399190366,-5.387604224,-5.386376815,-5.386275979,-5.411709012,-5.435214619,-5.457094627,-5.478045622,-5.421046529,-5.430425306,-5.439647095,-5.448674805,-5.423455079,-5.425794327,-5.428117655,-5.430425306,-5.432926263,-5.435214619,-5.437393223,-5.428696028,-5.429273425,-5.42984985,-5.430425306,-5.430999796,-5.431776568,-5.43235179,-5.430540281,-5.430655218,-5.430770116,-5.430884975,-5.431114579,-5.431229323,-5.431344029,-5.431458697,-5.431366966,-5.431389901,-5.431412834,-5.431435766,-5.431684444,-5.431707477,-5.431730509,-5.431753539,-5.431440352,-5.431444938,-5.431449524,-5.43145411,-5.431463282,-5.431467868,-5.43167523,-5.431679837
-6.281400461,-6.18147036,-6.169593878,-6.168132446,-6.16810523,-6.19355166,-6.21803527,-6.24031252,-6.261483144,-6.203739353,-6.212871333,-6.222160255,-6.231311538,-6.205805293,-6.208176755,-6.210532019,-6.212871333,-6.215703142,-6.21803527,-6.219879746,-6.211118333,-6.211703655,-6.212287987,-6.212871333,-6.213453697,-6.214531261,-6.215117648,-6.212987884,-6.213104396,-6.213220869,-6.213337303,-6.213570053,-6.213686369,-6.213802646,-6.213918885,-6.213825897,-6.213849146,-6.213872394,-6.21389564,-6.214437347,-6.214460828,-6.214484307,-6.214507785,-6.213900289,-6.213904938,-6.213909587,-6.213914236,-6.213923533,-6.213928182,-6.214427955,-6.214432651
